timestamp,scenario,road1_visibility,road1_friction,road1_capacity,road1_queue,road2_visibility,road2_friction,road2_capacity,road2_queue,shovel_queue,crusher_queue,bottleneck_score_shovel,bottleneck_score_crusher,shaping_active,shovel_delay_s,truck1_speed,truck1_pos,truck1_state,truck1_v_safe,truck1_v_command,truck1_is_loaded,tonnes_hauled
56.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
57.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
58.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
59.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
60.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
61.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
62.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
63.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
64.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
65.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
66.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
67.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
68.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
69.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
70.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
71.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
72.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
73.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
74.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
75.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
76.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
77.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
78.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
79.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
80.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
81.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
82.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
83.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
84.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
85.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
86.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
87.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
88.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
89.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
90.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
91.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
92.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
93.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
94.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
95.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
96.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
97.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
98.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
99.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
100.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
101.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
102.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
103.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
104.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
105.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
106.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
107.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
108.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
109.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
110.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
111.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
112.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
113.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
114.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
115.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
116.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
117.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
118.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
119.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
120.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
121.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
122.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
123.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
124.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
125.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
126.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
127.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
128.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
129.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
130.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
131.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
132.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
133.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
134.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
135.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
136.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
137.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
138.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
139.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
140.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
141.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
142.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
143.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
144.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
145.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
146.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
147.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
148.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
149.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
150.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
151.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
152.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
153.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
154.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
155.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
156.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
157.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
158.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
159.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
160.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
161.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
162.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
163.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
164.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
165.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
166.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
167.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
168.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
169.0,clear,50.00,0.60,1486.33,0,50.00,0.60,1427.68,0,4,0,6.00,6.00,0,240.0,0.00,0.00,queued,0.00,0.00,0,0.0
